PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
169957;"Consulado de Uruguay";"";"";"";"Metro: Arg&amp;uuml;elles (líneas 3, 4, 6), Ventura Rodríguez (línea 3)  Bus: 62, 74.  Bicimad: Estación 113 (paseo Pintor Rosales, 38).  Aparcamiento: Marqués de Urquijo (63), entre calle Prinicesa y Juan Álvarez Mendiz.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b757085f5181c010VgnVCM1000000b205a0aRCRD";"PINTOR ROSALES";"PASEO";"V";"32";"8";"";"";"";"MADRID";"MADRID";"28008";"ARGUELLES";"MONCLOA-ARAVACA";"438937";"4475436";"40.42732035257515";"-3.7198652917862693";"915 482 282 / 915 412 402";"917 581 061";"cgmadrid@mrree.gub.uy";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
11077598;"Consulado de Uzbekistán";"";"";"";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd380939cf6be610VgnVCM1000001d4a900aRCRD";"RINCONADA";"PASEO";"V";"13";"";"";"";"";"MADRID";"MADRID";"28023";"ARAVACA";"MONCLOA-ARAVACA";"435374";"4478704";"40.45649311653234";"-3.762194875331058";"913 078 191";"";"";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
6443765;"Consulado de Venezuela";"";"";"";"Metro: Plaza de Castilla (líneas 1, 9 y 10), Duque de Pastrana (línea 9).  Bus: 150.  Bicimad: Estación 255 (calle General López Pozas, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=031aa95c6f977310VgnVCM1000000b205a0aRCRD";"APOLONIO MORALES";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28036";"NUEVA ESPAÑA";"CHAMARTIN";"441998";"4479425";"40.4634741663274";"-3.6841462506645555";"913 532 991";"911 730 470";"";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
4638299;"Embajada de Afganistan";"";"";"";"Bus: 133.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6e795cbb83f4110VgnVCM1000000b205a0aRCRD";"MORALZARZAL";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28034";"MIRASIERRA";"FUENCARRAL-EL PARDO";"440135";"4482448";"40.49067";"-3.70641";"917 218 581";"917 216 832";"madrid@mfa.af";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
17845;"Embajada de Albania";"";"";"";"Metro: Serrano (línea 4).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estación 87 (Calle Ayala 44).  Aparcamiento: Velázquez Ayala (42), calle Velázquez y Calle Ayala.";"Otros correos electrónicos de interés:    cancilleria@albania.e.telefonica.net   secretaria@albania.e.telefonica.net";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a68c7d448b51c010VgnVCM2000000c205a0aRCRD";"LAGASCA";"CALLE";"V";"68";"1";"D";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441898";"4475482";"40.42794681518573";"-3.684965004278467";"915 626 985 / 915 612 118";"915 613 775";"embassy.madrid@mfa.gov.al";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7955;"Embajada de Alemania";"";"";"";"Metro: Rubén Darío (línea 5), Colón (línea 4), Alonso Martínez (líneas 4, 5 y 10).  Bus: 14, 150, 27, 45, 5, 7.  Aparcamiento: Almagro (12) calle Almagro, 11.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f08ef3216571c010VgnVCM1000000b205a0aRCRD";"FORTUNY";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441404";"4475708";"40.429948081680884";"-3.6908092066734293";"915 579 000";"913 102 104";"Zreg@MADRI.Auswaertiges-Amt.de";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
27401;"Embajada de Andorra";"";"";"";"Metro: Retiro (línea 2).  Renfe: Recoletos (líneas C1, C2, C7, C10).  Bus: 28, 1, 146, 15, 19, 2, 20, 51, 52, 74, 9.  Bicimad: Estaciones 60 (Plaza de la Independencia 6) y 107 (calle Serrano, 8).  Aparcamiento: Serrano III (40) calle Serrano entre Jorge Juan y plaza Independencia.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=679d059cb751c010VgnVCM2000000c205a0aRCRD";"ALCALA";"CALLE";"V";"73";"";"";"";"";"MADRID";"MADRID";"28009";"RECOLETOS";"SALAMANCA";"441686";"4474654";"40.420463942385524";"-3.6873880759267004";"914 317 453";"915 776 341";"";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7853;"Embajada de Angola";"";"";"";"Metro: Núñez de Balboa (líneas 5 y 9).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estación 103 (calle de Ortega y Gasset, 4), 88 (calle Velázquez, 75).  Aparcamientos: Calle Velázquez y Juan Bravo (58), calle Velázquez y calle Ayala (42).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7af493e5fd61c010VgnVCM1000000b205a0aRCRD";"LAGASCA";"CALLE";"V";"88";"2";"";"";"";"MADRID";"MADRID";"28001";"CASTELLANA";"SALAMANCA";"441918";"4475700";"40.42991206232817";"-3.6847491581278606";"914 356 166";"915 779 010";"gabembajador@embajadadeangola.com";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
11518391;"Embajada de Antigua y Barbuda";"";"";"";"Metro: Banco de España (línea 2).  Bus: 1001, 10, 14, 27, 34, 37, 45, C03, .   Bicimad :   Estaciones 65 (calle Antonio Maura, 15), 68 (calle Espalter, 1).    Aparcamiento: Montalbán (49), calle Montalbán entre calle Alfonso XI y Paseo del Prado).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b223d6b80e0d710VgnVCM1000001d4a900aRCRD";"FELIPE IV";"CALLE";"V";"7";"4";"B";"";"";"MADRID";"MADRID";"28014";"LOS JERONIMOS";"RETIRO";"441355";"4474089";"40.41536771561358";"-3.6912279554199525";"";"";"info@embassy.ag";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7854;"Embajada de Arabia Saudí";"";"";"";"Bus: 107, 29, 7, 70.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d0593e5fd61c010VgnVCM1000000b205a0aRCRD";"DOCTOR ALVAREZ SIERRA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28033";"COSTILLARES";"CIUDAD LINEAL";"443449";"4479881";"40.467682054006126";"-3.6670731436438135";"913 834 300 / 913 832 229";"913 021 145 / 917 667 338 (Sección Consular)";"info@arabiasaudi.org";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7855;"Embajada de Argelia";"";"";"";"Metro: Núñez de Balboa (líneas 5, 9), Gregorio Marañon (líneas 7 y 10).  Bus: 16, 19, 51, 9, 61.  Bicimad: Estaciónes 190 (Velázquez, 91) y 141 (Paseo de la Castellana, 43).  Aparcamiento: Serrano I (62), calle Serrano entre Hermanos Becquer y Marés de Villamejor.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f1593e5fd61c010VgnVCM1000000b205a0aRCRD";"GENERAL ORAA";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"441827";"4476399";"40.43620263089244";"-3.685885895310761";"915 629 877";"";"embargel@tsai.es";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7856;"Embajada de Argentina";"";"";"";"Metro: Alonso Martínez  (Líneas 4, 5 y 10).  Bus: 7, 21, C03, 37, 3, 14, 150, 27, 45, 5.  Bicimad: Estación 8 (Plaza Alonso Martinez 5).  Aparcamiento: Calle Almagro, 11.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=223593e5fd61c010VgnVCM1000000b205a0aRCRD";"FERNANDO EL SANTO";"CALLE";"V";"15";"1";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441245";"4475517";"40.42822303456559";"-3.692664355978796";"917 710 500 / 917 710 519";"917 710 526";"eespa@mrecic.go";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
6320109;"Embajada de Armenia";"";"";"";"Metro: Ópera (líneas 2, 5 y R).  Bus: 31, 50, 65.  Bicimad: Estación 166 (calle Segovia, 26).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=938a69858cb75310VgnVCM2000000c205a0aRCRD";"MAYOR";"CALLE";"V";"81";"";"";"";"Entrada derecha";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439435";"4474058";"40.41494312060603";"-3.7138636213185077";"915 422 627";"915 591 806";"armspainembassy@mfa.am, consul@armspain.es";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7857;"Embajada de Australia";"";"";"";"Metro: Begoña (línea 10), Chamartín (líneas 1 y 10).  Bus: 124, 134, 135, 173, 175, 176, 178, 67, 147, 174, 66.  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C4, C7, C8, C10 y Regional).  Bicimad: Estación 248 (torre Cepsa Sinesio Delgado).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b44593e5fd61c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"259";"24";"";"D";"Torre Espacio";"MADRID";"MADRID";"28046";"LA PAZ";"FUENCARRAL-EL PARDO";"441744";"4480809";"40.47592404926307";"-3.6872691224974417";"913 536 600 / Asuntos Consulares: 913 536 690 / Asuntos Comerciales: 913 536 676";"913 536 692 / Asuntos Comerciales: 914 423 885";"";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7858;"Embajada de Austria";"";"";"";"Metro: Santiago Bernabeu (línea 10), Nuevos Ministerios (líneas 6, 8 y 10).  Bus: 126, 14, 147, 150, 27, 40, 120, 43.  Cercanías RENFE: Nuevos Ministerios (líneas C1, C2, C3, C4, C7, C10 y Regional).  Bicimad: Estaciones 150 (paseo de la Castellana, 122) y 153 (avenida del General Perón, 36), 149 (paseo de la Habana, 42).  Aparcamiento: Orense (22) avenida General Perón, 27.";"Asuntos Comerciales:   Calle Orense, 11 6.&amp;ordf;. Teléfono: 915 564 358. Fax: 915 569 991. Correo electrónico: madrid@advantageaustria.org.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=475593e5fd61c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"91";"9";"";"";"";"MADRID";"MADRID";"28046";"CUATRO CAMINOS";"TETUAN";"448099";"4471549";"40.45055668619461";"-3.691480118133545";"915 565 315";"915 973 579";"madrid-ob@bmeia.gv.at";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
4638218;"Embajada de Azerbaiyán";"";"";"";"Metro: Serrano (línea 4), Velázquez (línea 4).  Bus: 1, 19, 51, 74, 9, 21, 53.  Bicimad: Estación 87 (cale Ayala, 44).  Aparcamiento: Velázquez Ayala (42) calle Velázquez y calle Ayala.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6668422183f4110VgnVCM1000000b205a0aRCRD";"VELAZQUEZ";"CALLE";"V";"43";"1";"derecha";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441963";"4475365";"40.42690514525314";"-3.6841849910219326";"917 596 010 / 917 489 776 (Sección Consular)";"917 597 056";"madrid@mission.mfa.gov.az";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
33197;"Embajada de Bangladesh";"";"";"";"Metro: Arturo Soria (línea 4).  Bus: 120, 122, 11, 70.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ad059cb751c010VgnVCM2000000c205a0aRCRD";"MANUEL MARAÑÓN";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28043";"COLINA";"CIUDAD LINEAL";"444398";"4478723";"40.45731428368615";"-3.65577802621038";"914 019 932 / 914 023 085";"914 029 564";"mission.madrid@mofa.gov.bd";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
61821;"Embajada de Belarus";"";"";"";"Metro: Pinar de Chamartín (líneas 1, 4 y ML1).  Bus: 125, 129, 150.  Cercanías Renfe: Fuente de la Mora (líneas C1, C10 y Regional).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53ac8ed67151c010VgnVCM2000000c205a0aRCRD";"CALERUEGA";"CALLE";"V";"81";"2";"A";"";"";"MADRID";"MADRID";"28033";"COSTILLARES";"CIUDAD LINEAL";"443375";"4481617";"40.48331995261287";"-3.668097020513215";"917 128 323";"";"spain@mfa.gov.by";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7860;"Embajada de Bolivia";"";"";"";"Bus: 82.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c7593e5fd61c010VgnVCM1000000b205a0aRCRD";"GUISANDO";"CALLE";"V";"27";"";"";"";"";"MADRID";"MADRID";"28035";"CIUDAD UNIVERSITARIA";"MONCLOA-ARAVACA";"437955";"4480417";"40.472122704189225";"-3.731927690209909";"915 780 835";"915 773 946";"embolivia-madrid@rree.gov.bo";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7967;"Embajada de Bosnia y Herzegovina";"";"";"";"Metro: Retiro (línea 2), Serrano (línea 4).  Bus: 1, 19, 51, 74, 9.  Cercanías Renfe: Recoletos (C1, C2, C7, C10 y Regional).  Bicimad: Estaciones 95 (calle Claudio Coello 19), 102 (calle Alcalá, 95).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=839ef3216571c010VgnVCM1000000b205a0aRCRD";"LAGASCA";"CALLE";"V";"20";"2";"Izquierda";"";"";"MADRID";"MADRID";"28001";"RECOLETOS";"SALAMANCA";"441838";"4474850";"40.42224925491233";"-3.6856144842883563";"915 750 870";"914 355 056";"info@embajadabh.es";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7861;"Embajada de Brasil";"";"";"";"Metro: Alonso Martínez (líneas 4, 5 y 10).  Bus: 7, 21, C03, 3, 37.  Bicimad: Estación 8 (plaza de Alonso Martinez 5).  Aparcamientos: Almagro (12) calle Almagro, 11; Villa de Paríz (67) plaza Villa de París.";"Asuntos Comerciales, Económicos y Energía:   Dirección: Calle Almagro 28, 6.&amp;ordm;, 28010, Madrid Teléfono: 917 020 635 / 917 020 654 Fax: 913 101 838 Email: economico.madrid@itamaraty.gov.br.    Asuntos culturales, prensa y divulgación:   Dirección: Calle Almagro 28, 6.&amp;ordm;, 28010, Madrid Teléfono: 913 198 970 / 913 199 671. Email: c ultural.madrid@itamaraty.gov.br; prensa.madrid@itamaraty.gov.br.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe8593e5fd61c010VgnVCM1000000b205a0aRCRD";"FERNANDO EL SANTO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441099";"4475509";"40.42813385533694";"-3.6943862723970384";"917 004 650";"917 004 660";"brasemb.madrid@itamaraty.gov.br";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7862;"Embajada de Bulgaria";"";"";"";"Metro: Pío XII (línea 9).  Bus: 52.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81a593e5fd61c010VgnVCM1000000b205a0aRCRD";"SANTA MARIA MAGDALENA";"TRAVESIA";"V";"15";"";"";"";"";"MADRID";"MADRID";"28016";"NUEVA ESPAÑA";"CHAMARTIN";"443138";"4479269";"40.46214764815634";"-3.6706866071808317";"913 455 761 / 913 597 611 / 913 456 651";"913 591 201";"Embassy.Madrid@mfa.bg";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7859;"Embajada de Bélgica";"";"";"";"Metro: Colón (línea 4), Rubén Darío (línea 5).  Bus: 14, 150, 27, 45, 5, 1, 19, 51, 74, 9.  Bicimad: Estaciones 103 (calle José Ortega y Gasset, 4), 104 (paseo de la Castellana, 4), 105 (calle Serrano, 54).  Aparcamiento: Serrano II (39), calle Serrano entre Ortega y Gasset y Hermosilla.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d96593e5fd61c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"18";"6";"";"";"";"MADRID";"MADRID";"28046";"RECOLETOS";"SALAMANCA";"441556";"4475560";"40.428625519984514";"-3.6890037404933405";"915 776 300";"914 318 166";"madrid@diplobel.fed.be";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
5760255;"Embajada de Cabo Verde";"";"";"";"Metro: Avenida de América (líneas 4, 6, 7 y 9).  Bus: 29, 52, 12, 72, 73, C1.  Bicimad: Estación 194 (Francisco Silvela, 86).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7fd6c5b589bc9210VgnVCM1000000b205a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"V";"93";"1";"A-B";"";"";"MADRID";"MADRID";"28006";"CASTELLANA";"SALAMANCA";"442378";"4476452";"40.43671844016731";"-3.679394598170634";"915 702 568";"915 702 563";"emb.cavoverde@netcabo.pt";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7863;"Embajada de Camerún";"";"";"";"Metro: Valdeacederas (línea 1), Cuzco (línea 10), Plaza de Castilla (líneas 1, 9 y 10).  Bus: 149, 147, 27, 5.  Bicimad: Estaciones 156 (calle Sor Ángela de la Cruz, 2) y 157 (paseo de la Castellana, 164).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=14b593e5fd61c010VgnVCM1000000b205a0aRCRD";"ROSARIO PINO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28020";"CASTILLEJOS";"TETUAN";"441413";"4479259";"40.46193772299665";"-3.691030654751275";"915 711 160";"915 712 504";"ambacammadrid@telefonica.net";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7864;"Embajada de Canadá";"";"";"";"Metro: Begoña (línea 10), Chamartín (líneas 1 y 10).  Bus: 124, 134, 135, 173, 175, 176, 178, 67, 147, 174, 66.  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C4, C7, C8, C10 y Regional).  Bicimad: Estación 248 (Torre Cepsa, Sinesio Delgado, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6c593e5fd61c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"259";"";"";"";"D (Torre Espacio)";"MADRID";"MADRID";"28046";"LA PAZ";"FUENCARRAL-EL PARDO";"441820";"4481162";"40.47910934549671";"-3.68640496729094";"913 828 400";"913 828 490";"MDRIDG@international.gc.ca";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7871;"Embajada de Chile";"";"";"";"Metro: Núñez de Balboa (líneas 5 y 9), Serrano (línea 4).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estaciones 88 (Calle Velázquez 75) y 103 (calle Ortega y Gasset, 4).  Aparcamiento: Velázquez Juan Bravo (58) calle Velázquez y calle Juan Bravo; Velázquez Ayala (42) calle Velázquez y calle Ayala.";"Agregaduría Comercial:   Dirección: Calle Velázquez, 80 1.&amp;ordm; izquierda. Teléfono: 914 357 834. Fax: 914 350 413. Correo: prochilespain@prochile.gob.cl.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16aef3216571c010VgnVCM1000000b205a0aRCRD";"LAGASCA";"CALLE";"V";"88";"6";"Derecha";"";"";"MADRID";"MADRID";"28001";"CASTELLANA";"SALAMANCA";"441918";"4475700";"40.42991199250328";"-3.6847609466814806";"914 319 160";"915 775 560";"echile.espana@minrel.gov.cll";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7872;"Embajada de China";"";"";"";"Metro: Arturo Soria (línea 4).  Bus: 11, 122, 70.";"Cancillería:   Dirección: Calle Artura Soria 111-113. Teléfono: 915 194 242 / 915 193 672. Fax: 915 192 035. Email: chinaemb_es@mfa.gov.cn.   Sección Consular:  Dirección: Calle Josefa Valcárcel 40, 1&amp;ordm;, 28027, Madrid. Teléfono: 917 413 138 (pasaportes) / 917 414 728. Fax: 917 414 793. Email: consuladochino@vip.163.com (general) / madridcentervisaforchina@gmail.com (visados).   Oficina de Prensa:  Teléfono: 915 194 242. Fax: 915 192 035.   Asuntos Comerciales :   Dirección: Avenida de Ahones, 1, 28043, Madrid. Teléfono: 917 161 741 / 912 342 288. Fax: 915 194 675. Email: es@mofcom.gov.cn. Página web: http://es.mofcom.gov.cn.   Asuntos Culturales   Dirección: Calle Arturo Soria, 65, 28027 Madrid. Teléfono: 913 000 941. Fax: 913 001 081. Email: cienciachina@yahoo.com.   Asuntos de Educación   Dirección: Calle Arturo Soria 108 D, 28027, Madrid. Teléfono: 913 883 988 E-mail: xbyjy@moe.edu.cn.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8bef3216571c010VgnVCM1000000b205a0aRCRD";"ARTURO SORIA";"CALLE";"V";"111";"";"";"";"y 113";"MADRID";"MADRID";"28043";"SAN JUAN BAUTISTA";"CIUDAD LINEAL";"444622";"4478087";"40.45159983039448";"-3.6530808256748477";"Consultar información de contacto en la pestaña 'Más información'";"";"";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7963;"Embajada de Chipre";"";"";"";"Metro: Gregorio Marañón (líneas 7 y 10), Rubén Darío (línea 5).  Bus: 16, 5, 61, 147, 40, 7, 14, 150, 27, 45.  Bicimad: Estación 141 (paseo de la Castellana, 43).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bcef3216571c010VgnVCM1000000b205a0aRCRD";"CASTELLANA";"PASEO";"V";"45";"";"";"";"4-5";"MADRID";"MADRID";"28046";"ALMAGRO";"CHAMBERI";"441505";"4476346";"40.4357025961309";"-3.6896772816624206";"915 783 114 / 915 783 117 / 915 751 110";"915 782 189";"madridembassy@mfa.gov.cy";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7865;"Embajada de Colombia";"";"";"";"Metro: Rubén Darío (línea 5), Gregorio Marañón (líneas 7 y 10).  Bus: 16, 5, 61, 147, 40, 7, 14, 150, 27, 45.  Bicimad: Estación 141 (Paseo de la Castellana, 43).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39d593e5fd61c010VgnVCM1000000b205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"48";"";"";"";"";"MADRID";"MADRID";"28010";"ALMAGRO";"CHAMBERI";"441477";"4476274";"40.435042937705084";"-3.6900124559407823";"917 004 770";"913 102 869";"emadrid@cancilleria.gov.co";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7645265;"Embajada de Congo";"";"";"";"Metro: Plaza de Castilla (línea 1, 9 y 10).  Bus: 147, 27, 5, 149.  Bicimad: Estación 209 (plaza de Castilla, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d148838209c98410VgnVCM2000000c205a0aRCRD";"DOCTOR FLEMING";"CALLE";"V";"45";"1";"F";"";"";"MADRID";"MADRID";"28036";"NUEVA ESPAÑA";"CHAMARTIN";"441680";"4479338";"40.46267526644442";"-3.687880936282099";"917 332 647";"913 231 575";"info@ambardemadrid.com";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
7868;"Embajada de Costa Rica";"";"";"";"Metro: Alonso Cano (línea 7), Gregorio Marañón (líneas 7 y 10), Rios Rosas (línea 1), Nuevos Ministerios (líneas 6, 8 y 10).  Bus: 12, 45, 5.  Cercanías Renfe: Nuevos Ministerios (líneas C1, C2, C3, C4, C10 y Regional).  Bicimad: Estaciones 134 (calle María de Guzmán, 58) y 135 (plaza San Juan de la Cruz, 11).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e20ff3216571c010VgnVCM1000000b205a0aRCRD";"RIOS ROSAS";"CALLE";"V";"54";"BAJA";"DERECHA";"";"";"MADRID";"MADRID";"28003";"RIOS ROSAS";"CHAMBERI";"441017";"4476999";"40.441550649362455";"-3.695491196074582";"913 459 622 / 913 459 521";"913 533 709";"embcr-es@rree.go.cr";"/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados"; 
